Company,Region ID,Tag ID,Grade ID,Variety ID,Commodity ID,First Receive Date,Warehouse Location,Room/Row ID,Commodity ID.1,Size ID,Grade ID.1,Style ID,Method ID,On Hand Quantity
"KINGS RIVER PACKING, LP",USA,8416473,FANCY,,PUMMELO,2024-10-23,COBBLESTONE,P-A13,PUMMELO,8,FANCY,BIN,BIN,0.75
"KINGS RIVER PACKING, LP",USA,8416477,FANCY,,PUMMELO,2024-10-23,COBBLESTONE,P-A13,PUMMELO,8,FANCY,BIN,BIN,0.8
"KINGS RIVER PACKING, LP",USA,8492878,FANCY,CLEMENTINE,MANDARIN,2024-11-19,COBBLESTONE,P-A26,MANDARIN,18,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8495199,CHOICE,LISBON,LEMON,2024-11-19,COBBLESTONE,P-A22,LEMON,235,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8495200,CHOICE,LISBON,LEMON,2024-11-19,COBBLESTONE,P-A22,LEMON,235,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8495201,CHOICE,LISBON,LEMON,2024-11-19,COBBLESTONE,P-A22,LEMON,235,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8495202,CHOICE,LISBON,LEMON,2024-11-19,COBBLESTONE,P-A22,LEMON,235,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8496764,CHOICE,LISBON,LEMON,2024-11-20,COBBLESTONE,P-A22,LEMON,235,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8520881,FANCY,EUREKA,LEMON,2024-11-26,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8520882,FANCY,EUREKA,LEMON,2024-11-26,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,0.25
"KINGS RIVER PACKING, LP",USA,8528314,FANCY,LISBON,LEMON,2024-11-29,COBBLESTONE,P-A19,LEMON,140,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8531464,FANCY,LISBON,LEMON,2024-11-29,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8531465,FANCY,LISBON,LEMON,2024-11-29,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8531466,FANCY,LISBON,LEMON,2024-11-29,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,0.75
"KINGS RIVER PACKING, LP",USA,8539043,FANCY,LISBON,LEMON,2024-12-02,COBBLESTONE,P-A56,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8542329,FANCY,LISBON,LEMON,2024-12-03,COBBLESTONE,P-A30,LEMON,95,FANCY,BIN,BIN,0.25
"KINGS RIVER PACKING, LP",USA,8544338,CHOICE,LISBON,LEMON,2024-12-03,COBBLESTONE,P-A44,LEMON,115,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8544340,CHOICE,LISBON,LEMON,2024-12-03,COBBLESTONE,P-A44,LEMON,115,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8544341,CHOICE,LISBON,LEMON,2024-12-03,COBBLESTONE,P-A44,LEMON,115,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8544356,CHOICE,LISBON,LEMON,2024-12-03,COBBLESTONE,P-A44,LEMON,115,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8544450,CHOICE,LISBON,LEMON,2024-12-03,COBBLESTONE,P-A44,LEMON,115,CHOICE,BIN,BIN,0.8
"KINGS RIVER PACKING, LP",USA,8546385,CHOICE,EUREKA,LEMON,2024-12-04,COBBLESTONE,P-A56,LEMON,115,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8546544,CHOICE,EUREKA,LEMON,2024-12-04,COBBLESTONE,P-A44,LEMON,115,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8546545,CHOICE,EUREKA,LEMON,2024-12-04,COBBLESTONE,P-A44,LEMON,115,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8546546,CHOICE,EUREKA,LEMON,2024-12-04,COBBLESTONE,P-A44,LEMON,115,CHOICE,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8547011,FANCY,EUREKA,LEMON,2024-12-04,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8547012,FANCY,EUREKA,LEMON,2024-12-04,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,0.75
"KINGS RIVER PACKING, LP",USA,8552711,FANCY,LISBON,LEMON,2024-12-05,COBBLESTONE,P-A23,LEMON,115,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8552845,FANCY,LISBON,LEMON,2024-12-06,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8554482,FANCY,CLEMENTINE,MANDARIN,2024-12-06,COBBLESTONE,P-A40,MANDARIN,18,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8554721,FANCY,CLEMENTINE,MANDARIN,2024-12-06,COBBLESTONE,P-A61,MANDARIN,40,FANCY,BIN,BIN,0.25
"KINGS RIVER PACKING, LP",USA,8556538,FANCY,CLEMENTINE,MANDARIN,2024-12-06,COBBLESTONE,P-A36,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8556539,FANCY,CLEMENTINE,MANDARIN,2024-12-06,COBBLESTONE,P-A36,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8557458,FANCY,LISBON,LEMON,2024-12-06,COBBLESTONE,P-A27,LEMON,200,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8557545,FANCY,LISBON,LEMON,2024-12-07,COBBLESTONE,P-A27,LEMON,200,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8557546,FANCY,LISBON,LEMON,2024-12-07,COBBLESTONE,P-A27,LEMON,200,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8557685,FANCY,LISBON,LEMON,2024-12-07,COBBLESTONE,P-A27,LEMON,200,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8557686,FANCY,LISBON,LEMON,2024-12-07,COBBLESTONE,P-A27,LEMON,200,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8557693,FANCY,LISBON,LEMON,2024-12-07,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,0.1
"KINGS RIVER PACKING, LP",USA,8558668,FANCY,LISBON,LEMON,2024-12-07,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8558669,FANCY,LISBON,LEMON,2024-12-07,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8558860,FANCY,EUREKA,LEMON,2024-12-07,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8558862,FANCY,EUREKA,LEMON,2024-12-07,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,0.25
"KINGS RIVER PACKING, LP",USA,8559479,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559480,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559481,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559482,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559660,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559662,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559761,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559762,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559763,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559764,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559840,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559841,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559842,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559843,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559869,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A47,MANDARIN,21,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559870,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A47,MANDARIN,21,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8559972,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A40,MANDARIN,18,FANCY,BIN,BIN,0.75
"KINGS RIVER PACKING, LP",USA,8559994,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A12,MANDARIN,15,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560011,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A47,MANDARIN,21,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560012,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A47,MANDARIN,21,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560013,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A47,MANDARIN,21,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560014,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A47,MANDARIN,21,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560056,FANCY,CLEMENTINE,MANDARIN,2024-12-07,COBBLESTONE,P-A40,MANDARIN,18,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560156,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A10,MANDARIN,28,FANCY,BIN,BIN,0.5
"KINGS RIVER PACKING, LP",USA,8560219,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560220,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560221,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560222,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560234,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A37,MANDARIN,24,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560235,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A37,MANDARIN,24,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560249,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560250,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560251,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560252,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560322,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560323,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8560324,FANCY,CLEMENTINE,MANDARIN,2024-12-08,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8561103,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8561130,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8561227,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8561475,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8561479,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A15,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562308,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562354,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562356,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562357,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562374,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562489,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562560,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562561,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562562,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562563,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562601,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562603,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562604,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562605,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562644,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562645,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562646,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562647,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562767,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562768,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562807,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562840,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562845,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562871,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562872,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562875,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562876,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562893,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562921,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562923,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562940,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562968,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8562975,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563002,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563003,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A13,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563012,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563013,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563014,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563015,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563037,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563038,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563039,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563040,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563152,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563153,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563164,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563165,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563166,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563167,FANCY,CLEMENTINE,MANDARIN,2024-12-09,COBBLESTONE,P-A02,MANDARIN,36,FANCY,BIN,BIN,0.5
"KINGS RIVER PACKING, LP",USA,8563568,FANCY,LISBON,LEMON,2024-12-09,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563570,FANCY,LISBON,LEMON,2024-12-09,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,0.4
"KINGS RIVER PACKING, LP",USA,8563679,FANCY,LISBON,LEMON,2024-12-09,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563680,FANCY,LISBON,LEMON,2024-12-09,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563928,FANCY,LISBON,LEMON,2024-12-09,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563929,FANCY,LISBON,LEMON,2024-12-09,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563931,FANCY,LISBON,LEMON,2024-12-09,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8563932,FANCY,LISBON,LEMON,2024-12-09,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8564021,FANCY,LISBON,LEMON,2024-12-09,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8564022,FANCY,LISBON,LEMON,2024-12-09,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8564490,FANCY,LISBON,LEMON,2024-12-10,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8564570,FANCY,LISBON,LEMON,2024-12-10,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8564821,FANCY,LISBON,LEMON,2024-12-10,COBBLESTONE,P-A25,LEMON,63,FANCY,BIN,BIN,0.5
"KINGS RIVER PACKING, LP",USA,8565057,FANCY,CLEMENTINE,MANDARIN,2024-12-10,COBBLESTONE,P-A50,MANDARIN,32,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8565105,FANCY,CLEMENTINE,MANDARIN,2024-12-10,COBBLESTONE,P-A39,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8565106,FANCY,CLEMENTINE,MANDARIN,2024-12-10,COBBLESTONE,P-A39,MANDARIN,28,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8565120,FANCY,CLEMENTINE,MANDARIN,2024-12-10,COBBLESTONE,P-A50,MANDARIN,32,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8565121,FANCY,CLEMENTINE,MANDARIN,2024-12-10,COBBLESTONE,P-A50,MANDARIN,32,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8565122,FANCY,CLEMENTINE,MANDARIN,2024-12-10,COBBLESTONE,P-A50,MANDARIN,32,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8565123,FANCY,CLEMENTINE,MANDARIN,2024-12-10,COBBLESTONE,P-A50,MANDARIN,32,FANCY,BIN,BIN,1.0
"KINGS RIVER PACKING, LP",USA,8565126,FANCY,CLEMENTINE,MANDARIN,2024-12-10,COBBLESTONE,P-A50,MANDARIN,32,FANCY,BIN,BIN,1.0
